PassengerId,Name,Sex,Age,Pclass,SibSp,Parch,Fare,Embarked,Cabin,Ticket,Survived
77174,Passenger_077174,male,33.1,3,0,0,6.98,S,F,TKT-297066,0
77175,Passenger_077175,male,30.6,3,0,0,26.99,Q,,TKT-905714,0
77176,Passenger_077176,male,45.8,1,0,0,75.87,S,A,TKT-965607,0
77177,Passenger_077177,female,41.7,2,0,0,24.97,S,E,TKT-757486,1
77178,Passenger_077178,male,32.7,2,0,0,14.28,S,F,TKT-134176,0
77179,Passenger_077179,female,31.4,1,0,0,67.22,C,D,TKT-767447,1
77180,Passenger_077180,male,31.0,2,0,0,27.18,S,,TKT-664457,0
77181,Passenger_077181,female,44.5,3,3,0,11.16,S,E,TKT-705059,1
77182,Passenger_077182,female,17.8,3,0,0,11.28,S,E,TKT-511395,0
77183,Passenger_077183,female,31.1,3,1,0,13.24,S,,TKT-275724,0
77184,Passenger_077184,female,43.5,1,0,0,41.9,S,B,TKT-196395,1
77185,Passenger_077185,male,35.7,3,1,2,21.42,S,,TKT-484663,0
77186,Passenger_077186,male,41.9,3,0,0,6.31,S,E,TKT-615254,0
77187,Passenger_077187,male,21.3,3,0,3,30.58,C,,TKT-639471,0
77188,Passenger_077188,female,12.7,3,2,0,27.65,C,G,TKT-895214,1
77189,Passenger_077189,male,,1,1,3,129.02,S,A,TKT-584910,0
77190,Passenger_077190,male,16.9,1,0,0,85.74,S,,TKT-800921,1
77191,Passenger_077191,male,,1,0,1,118.4,S,B,TKT-804993,0
77192,Passenger_077192,male,9.9,3,0,0,13.26,S,G,TKT-299408,0
77193,Passenger_077193,male,,2,0,0,16.29,C,D,TKT-825387,0
77194,Passenger_077194,female,36.0,3,0,0,5.63,C,F,TKT-635941,0
77195,Passenger_077195,male,20.6,3,0,0,5.21,S,G,TKT-438922,1
77196,Passenger_077196,male,35.4,3,0,0,15.34,C,E,TKT-743495,0
77197,Passenger_077197,female,28.2,3,0,3,20.87,S,F,TKT-826526,1
77198,Passenger_077198,male,25.7,2,0,0,20.29,C,,TKT-702022,0
77199,Passenger_077199,male,45.9,1,0,0,67.58,C,,TKT-186727,0
77200,Passenger_077200,male,27.4,3,0,0,4.45,C,F,TKT-454592,1
77201,Passenger_077201,male,34.4,3,1,1,13.03,S,G,TKT-806210,0
77202,Passenger_077202,female,34.8,1,0,0,67.0,S,A,TKT-153830,1
77203,Passenger_077203,male,21.3,3,0,4,20.04,S,,TKT-393465,1
77204,Passenger_077204,female,18.7,3,0,1,17.6,S,F,TKT-636826,1
77205,Passenger_077205,male,43.5,3,0,1,10.55,S,F,TKT-381860,1
77206,Passenger_077206,female,33.4,1,0,0,81.28,Q,B,TKT-453633,1
77207,Passenger_077207,male,2.7,3,0,3,11.53,S,,TKT-955475,0
77208,Passenger_077208,male,32.1,3,0,0,13.76,S,E,TKT-151160,0
77209,Passenger_077209,male,23.0,2,0,0,46.53,S,,TKT-625994,0
77210,Passenger_077210,female,29.1,3,0,0,9.68,S,G,TKT-744518,1
77211,Passenger_077211,male,31.0,1,1,1,35.33,C,A,TKT-471345,0
77212,Passenger_077212,female,29.3,3,0,3,17.09,Q,,TKT-969299,0
77213,Passenger_077213,male,33.7,3,1,2,19.16,S,E,TKT-992670,0
77214,Passenger_077214,female,45.0,3,1,0,16.79,N,F,TKT-976310,0
77215,Passenger_077215,female,45.9,2,0,3,22.89,S,D,TKT-675006,1
77216,Passenger_077216,male,52.4,3,0,0,22.54,S,F,TKT-255309,0
77217,Passenger_077217,male,,3,1,0,20.56,S,,TKT-484649,0
77218,Passenger_077218,male,36.3,3,0,0,9.28,Q,E,TKT-963717,0
77219,Passenger_077219,female,39.7,1,0,0,70.69,S,,TKT-189093,0
77220,Passenger_077220,male,29.4,1,0,0,47.73,S,,TKT-819531,0
77221,Passenger_077221,female,12.3,2,3,0,28.43,S,F,TKT-942913,1
77222,Passenger_077222,male,,3,0,2,12.9,S,G,TKT-680884,0
77223,Passenger_077223,male,19.2,3,0,0,4.73,S,F,TKT-760203,0
77224,Passenger_077224,male,47.3,3,3,0,20.17,C,,TKT-725738,0
77225,Passenger_077225,male,24.2,3,0,0,9.76,S,G,TKT-996458,0
77226,Passenger_077226,male,41.1,1,0,0,55.15,S,,TKT-480890,1
77227,Passenger_077227,male,41.7,1,3,0,60.41,C,,TKT-895795,1
77228,Passenger_077228,male,15.8,2,0,0,22.45,S,,TKT-477635,0
77229,Passenger_077229,male,34.8,3,2,0,9.58,S,,TKT-620579,0
77230,Passenger_077230,male,31.7,1,0,0,50.95,S,,TKT-976317,0
77231,Passenger_077231,female,36.4,3,1,0,23.79,S,F,TKT-529451,0
77232,Passenger_077232,male,42.7,3,0,3,15.8,Q,,TKT-885410,0
77233,Passenger_077233,male,29.1,2,0,0,73.29,C,E,TKT-655692,0
77234,Passenger_077234,female,28.0,1,0,0,73.56,S,,TKT-782598,1
77235,Passenger_077235,female,,3,0,0,11.12,S,G,TKT-494130,1
77236,Passenger_077236,male,29.9,1,0,0,102.33,S,,TKT-126733,1
77237,Passenger_077237,female,42.3,1,0,2,65.01,S,A,TKT-465523,0
77238,Passenger_077238,male,46.7,3,0,0,13.33,C,G,TKT-599053,0
77239,Passenger_077239,male,51.0,2,0,0,34.02,S,D,TKT-145765,1
77240,Passenger_077240,male,27.7,1,4,1,98.17,S,A,TKT-550939,1
77241,Passenger_077241,male,32.0,3,0,0,9.37,S,,TKT-470386,0
77242,Passenger_077242,female,28.7,1,0,0,120.33,S,,TKT-789703,1
77243,Passenger_077243,female,10.4,1,3,0,109.83,S,D,TKT-966459,1
77244,Passenger_077244,male,,3,0,0,6.69,S,,TKT-193180,0
77245,Passenger_077245,female,38.9,2,0,0,29.32,S,E,TKT-525525,1
77246,Passenger_077246,male,35.8,2,0,0,30.78,C,E,TKT-206008,0
77247,Passenger_077247,male,36.9,2,0,0,39.65,S,E,TKT-804153,1
77248,Passenger_077248,male,32.5,1,0,0,75.1,S,D,TKT-812370,1
77249,Passenger_077249,male,31.9,2,0,2,27.43,S,E,TKT-879216,0
77250,Passenger_077250,male,30.6,2,0,0,26.1,S,F,TKT-903599,0
77251,Passenger_077251,male,39.5,3,0,0,10.43,S,,TKT-597492,0
77252,Passenger_077252,female,33.6,3,0,0,8.37,S,,TKT-123928,0
77253,Passenger_077253,male,44.9,3,0,0,15.6,S,F,TKT-344141,0
77254,Passenger_077254,female,5.9,3,0,0,5.38,S,F,TKT-133243,1
77255,Passenger_077255,male,24.9,2,0,2,28.38,S,F,TKT-643690,0
77256,Passenger_077256,male,24.3,3,1,0,13.01,N,F,TKT-362857,0
77257,Passenger_077257,male,28.0,3,0,0,12.07,S,,TKT-211637,1
77258,Passenger_077258,female,22.3,3,0,0,12.55,S,G,TKT-548051,1
77259,Passenger_077259,male,37.8,3,0,0,12.94,S,E,TKT-916010,0
77260,Passenger_077260,male,54.4,1,0,0,173.48,S,,TKT-297427,1
77261,Passenger_077261,female,19.2,3,1,0,13.58,Q,G,TKT-655884,1
77262,Passenger_077262,male,36.6,3,0,0,10.81,S,,TKT-397032,0
77263,Passenger_077263,male,38.3,3,0,0,13.26,S,,TKT-584016,0
77264,Passenger_077264,male,45.4,1,0,0,83.42,S,D,TKT-304451,1
77265,Passenger_077265,male,2.4,1,0,0,79.47,S,B,TKT-654784,0
77266,Passenger_077266,male,26.4,3,0,0,8.13,S,E,TKT-967281,0
77267,Passenger_077267,male,37.9,2,2,0,28.43,S,E,TKT-303545,0
77268,Passenger_077268,male,22.0,1,1,0,235.58,S,B,TKT-954161,0
77269,Passenger_077269,male,22.4,3,0,0,9.83,C,,TKT-502020,1
77270,Passenger_077270,male,43.9,2,0,0,12.73,C,E,TKT-383529,1
77271,Passenger_077271,female,53.1,2,0,0,25.65,S,E,TKT-229546,1
77272,Passenger_077272,female,40.4,3,0,0,16.09,S,,TKT-991505,0
77273,Passenger_077273,male,24.4,1,1,0,87.32,S,D,TKT-796422,0
77274,Passenger_077274,male,34.5,2,1,0,29.05,S,,TKT-373413,1
77275,Passenger_077275,female,31.7,1,2,0,204.4,S,B,TKT-638842,1
77276,Passenger_077276,female,53.3,3,0,0,10.03,S,F,TKT-259257,1
77277,Passenger_077277,female,27.1,3,0,1,13.57,Q,G,TKT-698412,1
77278,Passenger_077278,male,,3,0,0,12.74,C,E,TKT-720183,1
77279,Passenger_077279,female,65.1,3,0,0,10.75,Q,F,TKT-487458,1
77280,Passenger_077280,male,41.9,3,0,1,34.99,S,E,TKT-903630,0
77281,Passenger_077281,male,19.6,1,0,0,93.02,S,,TKT-172397,1
77282,Passenger_077282,male,46.2,2,0,0,41.96,C,,TKT-942184,0
77283,Passenger_077283,male,43.7,1,0,0,49.02,S,B,TKT-607489,0
77284,Passenger_077284,female,,3,2,0,9.26,S,F,TKT-300962,0
77285,Passenger_077285,female,36.5,2,1,0,48.16,Q,,TKT-550430,1
77286,Passenger_077286,female,9.0,3,5,0,30.14,Q,G,TKT-967409,0
77287,Passenger_077287,female,35.2,1,0,0,67.96,S,B,TKT-306958,1
77288,Passenger_077288,male,59.3,1,0,0,134.94,C,A,TKT-773463,1
77289,Passenger_077289,female,47.1,3,0,0,9.06,S,F,TKT-308556,1
77290,Passenger_077290,male,12.4,1,0,1,231.9,S,,TKT-249454,0
77291,Passenger_077291,male,63.4,3,0,0,12.69,C,,TKT-592583,0
77292,Passenger_077292,male,16.2,3,0,0,32.78,C,G,TKT-895435,0
77293,Passenger_077293,female,33.9,3,0,0,11.24,S,G,TKT-439600,0
77294,Passenger_077294,male,29.1,1,0,0,115.15,S,B,TKT-112667,0
77295,Passenger_077295,female,13.8,3,0,0,7.92,S,F,TKT-621390,0
77296,Passenger_077296,male,35.7,2,0,1,26.28,C,,TKT-213274,1
77297,Passenger_077297,male,35.0,2,0,0,13.86,C,D,TKT-707835,0
77298,Passenger_077298,female,37.0,1,0,0,120.62,S,A,TKT-207764,0
77299,Passenger_077299,female,39.9,3,2,3,21.75,S,G,TKT-803542,0
77300,Passenger_077300,female,15.0,3,3,0,12.28,S,,TKT-202334,1
77301,Passenger_077301,male,27.9,1,0,0,58.44,C,D,TKT-927940,1
77302,Passenger_077302,male,47.1,3,0,0,4.37,S,,TKT-297282,0
77303,Passenger_077303,male,31.6,3,3,2,23.11,C,G,TKT-597599,0
77304,Passenger_077304,male,44.8,3,0,0,21.04,S,E,TKT-598890,1
77305,Passenger_077305,male,40.6,3,4,0,19.05,S,E,TKT-493164,0
77306,Passenger_077306,male,18.1,3,0,3,15.56,S,G,TKT-571550,0
77307,Passenger_077307,male,21.7,1,5,0,64.52,S,C,TKT-994227,1
77308,Passenger_077308,female,37.4,1,0,0,204.75,C,D,TKT-940334,1
77309,Passenger_077309,male,50.2,3,1,0,11.44,S,,TKT-991150,0
77310,Passenger_077310,male,12.7,3,1,0,11.44,S,E,TKT-321647,1
77311,Passenger_077311,male,32.2,2,3,0,29.22,S,,TKT-634104,1
77312,Passenger_077312,male,22.2,3,1,0,7.52,S,F,TKT-719394,1
77313,Passenger_077313,male,,3,0,0,6.4,S,E,TKT-768191,0
77314,Passenger_077314,female,,3,0,0,11.71,S,,TKT-780774,1
77315,Passenger_077315,male,28.0,3,2,0,11.24,C,E,TKT-596923,0
77316,Passenger_077316,female,14.1,1,0,0,185.0,S,D,TKT-520367,0
77317,Passenger_077317,male,,1,1,0,57.48,S,A,TKT-791823,0
77318,Passenger_077318,male,27.0,3,0,0,19.06,S,F,TKT-629662,0
77319,Passenger_077319,male,37.5,1,0,0,76.57,S,,TKT-309298,1
77320,Passenger_077320,male,34.3,3,0,0,18.95,S,,TKT-638129,1
77321,Passenger_077321,male,50.8,2,0,0,41.67,C,E,TKT-755343,0
77322,Passenger_077322,male,32.3,3,0,0,13.36,S,E,TKT-987310,0
77323,Passenger_077323,male,13.6,1,0,1,143.81,C,B,TKT-462681,0
77324,Passenger_077324,male,40.8,1,0,0,58.95,S,B,TKT-809629,1
77325,Passenger_077325,male,45.0,3,0,2,20.73,S,E,TKT-547165,1
77326,Passenger_077326,male,52.8,1,3,0,90.56,S,B,TKT-458305,0
77327,Passenger_077327,male,24.6,3,2,1,18.92,C,G,TKT-264136,0
77328,Passenger_077328,female,27.9,1,0,1,141.28,C,,TKT-310864,1
77329,Passenger_077329,female,26.4,3,0,0,14.5,S,E,TKT-913127,1
77330,Passenger_077330,female,20.0,3,0,2,19.74,S,G,TKT-536622,1
77331,Passenger_077331,female,31.1,3,1,0,19.68,N,E,TKT-844179,0
77332,Passenger_077332,male,32.9,1,0,2,57.07,S,,TKT-664683,1
77333,Passenger_077333,male,10.5,1,0,1,47.21,Q,,TKT-279603,0
77334,Passenger_077334,male,43.7,3,0,0,26.93,S,F,TKT-519043,0
77335,Passenger_077335,female,34.7,2,0,0,56.56,S,F,TKT-422559,1
77336,Passenger_077336,female,10.8,3,0,0,9.68,C,F,TKT-674109,1
77337,Passenger_077337,female,30.9,3,0,1,31.92,Q,,TKT-822790,1
77338,Passenger_077338,male,,2,0,0,20.3,S,F,TKT-592903,0
77339,Passenger_077339,male,25.4,1,1,3,87.27,Q,A,TKT-279051,0
77340,Passenger_077340,male,30.5,1,0,0,64.18,S,,TKT-233341,0
77341,Passenger_077341,male,15.1,3,0,0,12.26,S,,TKT-905896,0
77342,Passenger_077342,male,37.4,3,1,0,14.29,S,G,TKT-423062,0
77343,Passenger_077343,female,6.6,1,0,0,69.83,S,B,TKT-231316,1
77344,Passenger_077344,female,17.8,3,0,0,22.87,C,G,TKT-878850,0
77345,Passenger_077345,male,20.1,3,0,0,20.39,S,,TKT-279404,0
77346,Passenger_077346,female,29.2,2,0,0,25.77,S,E,TKT-678602,0
77347,Passenger_077347,male,14.8,1,0,0,82.93,S,C,TKT-511740,1
77348,Passenger_077348,male,38.0,3,0,0,26.34,S,,TKT-162763,0
77349,Passenger_077349,female,54.0,2,0,0,23.72,S,E,TKT-703680,0
77350,Passenger_077350,female,28.5,1,1,0,66.66,S,,TKT-898049,0
77351,Passenger_077351,female,31.6,3,1,2,11.41,S,,TKT-766421,0
77352,Passenger_077352,male,45.4,2,0,2,29.21,S,,TKT-428531,0
77353,Passenger_077353,male,27.4,3,1,0,10.11,S,E,TKT-740719,0
77354,Passenger_077354,female,37.4,3,0,0,13.27,S,E,TKT-354851,1
77355,Passenger_077355,male,50.6,2,0,0,16.59,S,D,TKT-985932,0
77356,Passenger_077356,female,24.7,1,0,0,97.38,C,,TKT-673694,1
77357,Passenger_077357,male,24.0,3,2,0,11.85,S,,TKT-358455,0
77358,Passenger_077358,male,40.9,3,0,0,9.09,C,F,TKT-479111,1
77359,Passenger_077359,male,22.9,3,1,0,18.35,C,G,TKT-882367,1
77360,Passenger_077360,male,8.5,1,0,0,167.28,S,B,TKT-551737,1
77361,Passenger_077361,male,36.1,3,0,0,15.86,C,G,TKT-264376,0
77362,Passenger_077362,male,46.3,3,0,0,24.15,C,G,TKT-430366,0
77363,Passenger_077363,female,48.6,3,1,2,22.09,S,,TKT-960022,0
77364,Passenger_077364,female,33.0,1,1,0,50.61,S,,TKT-669665,1
77365,Passenger_077365,female,10.8,3,0,0,12.58,C,G,TKT-969027,1
77366,Passenger_077366,male,38.2,3,0,1,14.29,S,F,TKT-262720,0
77367,Passenger_077367,male,48.6,3,1,0,14.92,S,,TKT-796098,0
77368,Passenger_077368,male,46.7,3,0,0,4.39,S,E,TKT-364513,0
77369,Passenger_077369,female,35.2,2,0,2,16.75,Q,F,TKT-232270,1
77370,Passenger_077370,female,24.5,3,2,0,20.79,S,,TKT-200795,1
77371,Passenger_077371,male,,3,0,0,9.03,S,,TKT-948375,1
77372,Passenger_077372,female,28.1,1,0,0,250.38,S,D,TKT-210407,1
77373,Passenger_077373,male,41.6,2,0,0,44.26,Q,E,TKT-648041,0
77374,Passenger_077374,male,21.3,3,0,0,10.09,S,,TKT-331468,0
77375,Passenger_077375,female,34.4,3,0,0,16.14,S,,TKT-883030,0
77376,Passenger_077376,female,19.9,1,0,1,88.99,S,,TKT-634697,0
77377,Passenger_077377,male,51.9,3,0,0,13.35,S,F,TKT-983315,1
77378,Passenger_077378,male,54.5,2,0,1,42.02,Q,D,TKT-226251,0
77379,Passenger_077379,male,43.0,1,3,0,150.07,C,B,TKT-925291,1
77380,Passenger_077380,female,34.6,3,0,0,10.23,C,F,TKT-432827,1
77381,Passenger_077381,male,38.2,1,0,0,82.26,S,C,TKT-220886,1
77382,Passenger_077382,male,19.5,3,4,0,16.8,S,G,TKT-681539,1
77383,Passenger_077383,male,35.2,3,1,0,11.45,S,,TKT-909081,0
77384,Passenger_077384,female,36.0,2,0,0,23.05,S,D,TKT-255697,1
77385,Passenger_077385,male,30.7,3,1,0,14.65,S,,TKT-634358,0
77386,Passenger_077386,male,33.9,2,0,3,32.05,S,,TKT-772328,0
77387,Passenger_077387,male,17.3,3,0,2,14.87,S,,TKT-802160,0
77388,Passenger_077388,male,26.8,3,2,2,35.02,N,G,TKT-731353,0
77389,Passenger_077389,male,41.1,1,1,1,51.91,S,,TKT-371484,0
77390,Passenger_077390,male,51.7,3,0,0,13.25,S,E,TKT-465932,0
77391,Passenger_077391,female,41.9,3,0,0,11.37,C,G,TKT-147854,1
77392,Passenger_077392,male,20.9,3,1,0,43.81,C,F,TKT-258842,0
77393,Passenger_077393,male,31.8,1,0,0,117.49,S,D,TKT-359428,0
77394,Passenger_077394,female,39.9,2,0,0,14.96,C,D,TKT-806515,1
77395,Passenger_077395,male,48.8,3,1,1,11.29,S,G,TKT-957267,1
77396,Passenger_077396,male,26.7,1,0,0,124.37,S,C,TKT-908796,0
77397,Passenger_077397,male,7.8,1,2,0,74.25,C,C,TKT-308549,1
77398,Passenger_077398,male,44.9,3,0,0,17.71,S,G,TKT-963237,1
77399,Passenger_077399,male,21.6,1,0,0,54.76,S,B,TKT-136829,0
77400,Passenger_077400,female,32.8,2,0,0,42.94,S,,TKT-579228,0
77401,Passenger_077401,male,28.4,3,0,1,11.55,S,E,TKT-862321,1
77402,Passenger_077402,female,19.0,2,1,0,12.33,S,E,TKT-365450,0
77403,Passenger_077403,male,38.6,2,0,0,22.96,S,D,TKT-618697,0
77404,Passenger_077404,male,15.9,3,0,3,19.49,S,G,TKT-580265,0
77405,Passenger_077405,male,53.4,1,0,0,124.89,S,A,TKT-173039,0
77406,Passenger_077406,female,36.2,3,0,3,17.26,S,E,TKT-258221,1
77407,Passenger_077407,male,39.1,2,1,1,44.62,S,E,TKT-337295,0
77408,Passenger_077408,male,43.2,3,0,0,14.94,C,E,TKT-953931,0
77409,Passenger_077409,male,9.8,1,0,0,175.61,S,B,TKT-696722,1
77410,Passenger_077410,male,25.9,2,1,0,60.33,Q,F,TKT-486760,0
77411,Passenger_077411,male,22.1,3,1,1,9.79,S,G,TKT-801111,0
77412,Passenger_077412,male,22.5,3,0,0,16.09,S,,TKT-597219,0
77413,Passenger_077413,male,18.4,3,3,0,21.23,S,G,TKT-426487,0
77414,Passenger_077414,female,27.2,2,0,0,39.8,S,D,TKT-321122,1
77415,Passenger_077415,male,26.3,3,0,0,12.82,S,G,TKT-766858,0
77416,Passenger_077416,male,29.2,3,0,0,12.21,Q,G,TKT-902462,0
77417,Passenger_077417,male,28.0,3,1,0,16.75,S,E,TKT-304729,0
77418,Passenger_077418,female,20.2,3,1,0,21.59,S,,TKT-283426,1
77419,Passenger_077419,male,28.0,1,0,0,57.16,S,,TKT-203651,1
77420,Passenger_077420,female,45.3,3,2,0,17.97,C,F,TKT-712152,0
77421,Passenger_077421,male,,1,1,0,84.05,S,B,TKT-913443,0
77422,Passenger_077422,male,25.9,2,0,2,26.19,S,E,TKT-130924,0
77423,Passenger_077423,male,38.4,3,1,0,8.34,S,E,TKT-661297,1
77424,Passenger_077424,female,26.8,3,0,0,12.06,Q,,TKT-153622,1
77425,Passenger_077425,male,27.8,3,0,0,13.18,C,E,TKT-901935,0
77426,Passenger_077426,male,,3,1,0,15.64,S,,TKT-655951,1
77427,Passenger_077427,female,26.8,3,1,0,18.78,S,G,TKT-564164,0
77428,Passenger_077428,male,31.8,3,0,0,10.86,S,E,TKT-765198,0
77429,Passenger_077429,male,26.6,1,1,0,60.7,S,A,TKT-931678,1
77430,Passenger_077430,male,39.9,1,0,0,57.18,S,A,TKT-861012,1
77431,Passenger_077431,male,23.4,3,3,2,30.92,C,,TKT-809907,0
77432,Passenger_077432,male,48.2,1,0,3,105.79,C,,TKT-666778,1
77433,Passenger_077433,female,38.7,3,0,0,20.66,S,,TKT-206908,0
77434,Passenger_077434,male,34.2,3,0,3,11.24,Q,,TKT-908672,0
77435,Passenger_077435,female,13.0,2,0,0,19.31,S,F,TKT-535433,1
77436,Passenger_077436,female,21.7,3,0,0,20.84,S,,TKT-403642,0
77437,Passenger_077437,male,49.9,3,0,0,10.65,S,,TKT-381891,0
77438,Passenger_077438,female,42.7,1,1,0,104.13,S,D,TKT-797445,1
77439,Passenger_077439,male,17.7,3,1,0,9.63,S,F,TKT-417451,0
77440,Passenger_077440,male,49.8,3,0,0,10.18,S,F,TKT-995260,0
77441,Passenger_077441,male,29.5,3,1,0,21.34,S,,TKT-146705,1
77442,Passenger_077442,male,42.4,1,3,0,98.11,S,B,TKT-162707,0
77443,Passenger_077443,female,40.1,3,0,2,15.34,S,F,TKT-221290,1
77444,Passenger_077444,male,20.3,3,1,1,28.47,S,,TKT-726050,0
77445,Passenger_077445,male,,3,0,0,20.09,S,,TKT-357863,0
77446,Passenger_077446,male,29.0,3,0,0,7.21,S,F,TKT-211913,0
77447,Passenger_077447,male,37.2,3,0,3,26.94,S,,TKT-985471,0
77448,Passenger_077448,male,,3,1,0,14.14,S,E,TKT-141538,0
77449,Passenger_077449,male,,3,0,0,11.29,S,G,TKT-871041,0
77450,Passenger_077450,female,35.7,3,1,1,16.52,C,,TKT-111016,0
77451,Passenger_077451,male,36.7,3,0,1,10.65,S,F,TKT-662168,0
77452,Passenger_077452,female,39.4,3,0,0,15.94,S,G,TKT-914759,0
77453,Passenger_077453,male,12.5,3,3,0,26.11,S,F,TKT-961785,0
77454,Passenger_077454,female,29.0,1,0,0,61.93,S,,TKT-547269,1
77455,Passenger_077455,male,37.6,1,0,0,48.17,S,,TKT-813452,1
77456,Passenger_077456,male,38.4,3,0,0,18.89,S,F,TKT-887818,0
77457,Passenger_077457,female,25.6,3,1,0,16.19,C,G,TKT-489676,1
77458,Passenger_077458,female,31.8,3,1,0,15.22,Q,,TKT-562954,0
77459,Passenger_077459,male,,3,0,1,17.93,S,G,TKT-166117,1
77460,Passenger_077460,male,57.7,1,3,0,49.61,N,,TKT-555645,0
77461,Passenger_077461,male,29.7,3,0,1,7.5,S,G,TKT-257703,1
77462,Passenger_077462,male,57.8,1,0,0,125.54,Q,C,TKT-913407,0
77463,Passenger_077463,male,,3,3,0,27.26,S,,TKT-272596,0
77464,Passenger_077464,male,51.3,3,0,0,12.3,S,,TKT-100850,1
77465,Passenger_077465,male,38.5,3,0,0,41.05,S,F,TKT-366074,0
77466,Passenger_077466,female,28.7,3,3,1,19.69,S,,TKT-182606,0
77467,Passenger_077467,male,33.1,3,0,1,7.25,S,E,TKT-743226,0
77468,Passenger_077468,male,8.8,1,2,0,70.99,S,,TKT-235380,1
77469,Passenger_077469,male,43.9,2,0,0,36.09,S,F,TKT-756582,0
77470,Passenger_077470,female,16.5,1,0,1,91.95,S,C,TKT-303347,0
77471,Passenger_077471,male,32.0,3,0,0,4.64,S,F,TKT-206520,0
77472,Passenger_077472,male,60.7,3,2,0,21.8,C,,TKT-248757,1
77473,Passenger_077473,female,46.9,3,0,1,21.33,C,G,TKT-881115,1
77474,Passenger_077474,male,46.5,2,2,0,26.18,C,F,TKT-471219,0
77475,Passenger_077475,male,23.6,1,3,0,76.87,Q,C,TKT-178444,1
77476,Passenger_077476,female,29.3,3,0,0,5.84,S,,TKT-175328,0
77477,Passenger_077477,female,41.0,3,0,2,17.46,S,F,TKT-699024,1
77478,Passenger_077478,male,23.5,2,0,0,15.25,S,E,TKT-966139,0
77479,Passenger_077479,male,27.3,3,1,0,6.87,Q,,TKT-193019,0
77480,Passenger_077480,male,9.5,1,0,0,54.5,S,,TKT-676341,0
77481,Passenger_077481,male,59.4,2,1,0,43.93,S,F,TKT-757597,0
77482,Passenger_077482,male,20.9,3,1,2,14.38,S,G,TKT-521633,0
77483,Passenger_077483,female,58.6,2,1,0,22.65,S,F,TKT-749358,0
77484,Passenger_077484,female,10.7,2,0,0,42.73,C,D,TKT-548993,1
77485,Passenger_077485,female,38.7,1,0,0,32.73,S,C,TKT-395415,0
77486,Passenger_077486,male,22.2,3,0,0,9.65,C,F,TKT-687820,0
77487,Passenger_077487,male,57.3,3,0,1,13.66,Q,E,TKT-122024,0
77488,Passenger_077488,female,0.5,1,0,0,106.7,C,,TKT-793101,0
77489,Passenger_077489,male,33.9,2,0,0,32.89,S,F,TKT-378778,1
77490,Passenger_077490,female,32.7,3,0,0,21.46,C,F,TKT-296824,0
77491,Passenger_077491,male,29.9,3,0,1,13.25,Q,F,TKT-472252,0
77492,Passenger_077492,male,42.5,3,0,0,21.32,S,G,TKT-142176,0
77493,Passenger_077493,male,18.1,3,0,1,23.0,Q,,TKT-558210,0
77494,Passenger_077494,female,,1,0,0,104.21,S,B,TKT-112340,1
77495,Passenger_077495,male,14.9,2,0,0,23.4,S,,TKT-629414,0
77496,Passenger_077496,male,,1,1,1,86.72,S,,TKT-779321,0
77497,Passenger_077497,female,36.8,3,1,0,12.31,S,E,TKT-435293,1
77498,Passenger_077498,male,20.4,3,0,1,17.7,Q,F,TKT-369574,1
77499,Passenger_077499,male,45.6,2,0,0,38.33,S,,TKT-317945,1
77500,Passenger_077500,female,17.7,3,1,0,12.23,C,G,TKT-967309,1
77501,Passenger_077501,male,33.2,2,1,2,22.03,S,,TKT-609685,0
77502,Passenger_077502,male,34.0,3,0,0,13.88,S,E,TKT-865375,0
77503,Passenger_077503,male,32.1,3,0,3,16.36,S,G,TKT-974130,0
77504,Passenger_077504,female,13.1,2,0,0,15.3,S,E,TKT-913749,1
77505,Passenger_077505,female,21.5,1,0,0,42.5,S,D,TKT-453226,1
77506,Passenger_077506,female,35.1,1,0,0,68.81,S,,TKT-918168,1
77507,Passenger_077507,female,48.0,2,0,3,27.35,C,,TKT-954818,0
77508,Passenger_077508,female,34.7,3,0,1,5.79,S,E,TKT-365331,1
77509,Passenger_077509,male,37.2,3,0,0,23.88,S,E,TKT-255004,0
77510,Passenger_077510,male,46.2,3,0,2,22.89,C,F,TKT-764473,0
77511,Passenger_077511,male,,3,0,0,26.27,S,,TKT-818236,0
77512,Passenger_077512,male,37.8,3,2,2,9.3,S,G,TKT-791294,0
77513,Passenger_077513,female,0.5,2,0,0,35.98,Q,,TKT-394507,0
77514,Passenger_077514,male,39.5,3,3,0,17.81,S,,TKT-816621,0
77515,Passenger_077515,male,31.7,3,0,1,16.23,S,E,TKT-647728,0
77516,Passenger_077516,male,30.3,2,0,0,26.93,S,E,TKT-894213,0
77517,Passenger_077517,male,34.5,2,0,0,18.92,S,D,TKT-730848,0
77518,Passenger_077518,female,7.7,2,0,1,17.46,S,E,TKT-405589,1
77519,Passenger_077519,male,39.7,3,1,0,23.57,C,F,TKT-972716,0
77520,Passenger_077520,female,23.0,2,0,0,22.46,S,,TKT-146349,1
77521,Passenger_077521,male,40.4,3,0,0,11.63,S,,TKT-655273,1
77522,Passenger_077522,male,37.2,2,0,0,33.08,Q,D,TKT-601495,0
77523,Passenger_077523,male,32.6,2,4,0,26.73,S,,TKT-322008,0
77524,Passenger_077524,male,25.9,1,0,0,144.93,S,D,TKT-666749,1
77525,Passenger_077525,female,16.5,3,0,1,8.67,C,E,TKT-325767,1
